Nama UMKM,Produk Utama,Total Aset (Juta),Penjualan Rata-rata Per Tahun (Juta),Jumlah Tenaga Kerja,Nama Badan Hukum,Kategori,Sistem Penjualan,Target Pasar,Proyeksi Pertumbuhan (%/tahun),Kebutuhan Biaya Kredit (Juta),Nilai Aset Jaminan Kredit,Jumlah Dokumen Kredit,Label
Toko Kelontong Sumarti (Belum Dilegalkan,Barang Barang Sembako,10,60,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,0,10,5,TIDAK LAYAK
Toko Kelontong Filawati (Belumdilegalkan,Barang Barang Sembako,80,72,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,26,80,6,TIDAK LAYAK
Pengepul Ikan Neli,Ikan. Kepiting. Udang Dll,30,60,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 40 %,0,0,30,5,TIDAK LAYAK
Jual Beli Kepiting,Kepiting,70,817,13,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 20 %,0,0,70,5,LAYAK
Toko Sukman,Barang Barang Sembako,8,90,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,0,8,5,TIDAK LAYAK
UD Bangsal Kayu Mandiri Jaya,Kayu,506,634,2,Usaha Dagang (UD),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,200,506,7,LAYAK
UD Yandri Kios Bawang,Bawang,260.50,700,1,Usaha Dagang (UD),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,285,260.50,7,LAYAK
Queen Aroma,Parfum Laundry,97,600,5,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,64,150.75,6,LAYAK
UD Kios Buah Jurniati,Buah Buahan,56,720,1,Usaha Dagang (UD),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,30,56,7,LAYAK
Batu Es Bintang,Batu Es,150.75,36,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,64,150.75,6,TIDAK LAYAK
Warung Jawa Timur,Bakso. Es Cendol,120,18,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,14,120,5,TIDAK LAYAK
Warung Alan,Manisan,135,60,4,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,56,135,4,TIDAK LAYAK
Toko Kue & Plastik Aditya,Kue & Plastik,200,204,9,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,80,200,5,TIDAK LAYAK
Toko Mainan Daffa,Mainan Anak-Anak,200,120,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,26,200,5,TIDAK LAYAK
Yen Motor,Alat-Lat Motor Dan Suku Cadang,300,180,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,80,300,6,TIDAK LAYAK
Toko Tiga Putri,Barang Pecah Belah,80,32,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,19,80,5,TIDAK LAYAK
Toko Baju Pak Saiful,Pakaian,225,105,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %,0,105,225,8,TIDAK LAYAK
Toko Bungamas Tani,Obat Tanaman,220,124,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,60,220,8,TIDAK LAYAK
Toko Pakaian Tata Busana,Pakaian,235,230,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 85 %,0,64,235,5,TIDAK LAYAK
Toko Manisan Redifa,Sembako,200,180,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,23,200,6,TIDAK LAYAK
Toko Pakaian Madina,Pakiaan Muslim Dan Muslimah,315,18,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,26,315,7,TIDAK LAYAK
Warung Manisan,Sembako,100,60,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,100,6,TIDAK LAYAK
Warung Manisan,Sembako,200,20,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,43,200,6,TIDAK LAYAK
Toko Sepeda Dian Sport,Sepeda Anak-Anak,150,50,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,23,150,6,TIDAK LAYAK
Keusha,Kerudung Dan Kerajinan,3,24,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,38,3,4,TIDAK LAYAK
Sumber Jaya Motor,Servis,20,480,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,48,20,3,TIDAK LAYAK
Kios Burung Khotimah,Burung,10,900,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,69,10,3,TIDAK LAYAK
Distributor Pangan Ternak,Pakan Ternak,14,180,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,14,3,TIDAK LAYAK
UD Firly Crab,Kepiting,14,432,8,Usaha Dagang (UD),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %,0,120,14,3,TIDAK LAYAK
Toko Bunga Sinar Abadi,Bunga Dan Tanaman,215,360,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 60 %,0,80,215,6,LAYAK
Roti & Kue Wk (Wati Karwan),Roti Dan Kue,100,504,5,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail dan Distributor,Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 60 %,0,40,100,12,LAYAK
Too Hafidzha,Busana Muslim,300,360,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 30 %,0,40,300,6,LAYAK
Toko Bunga Raflesia,Bunga Segar,10,214,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 70 %,0,60,10,9,TIDAK LAYAK
Toko Bunga Segar Claudia,Bunga,22,576,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 40 %,0,10,22,5,TIDAK LAYAK
Ratu Bantal,Bantal,14,130,5,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,14,7,TIDAK LAYAK
Inaga,Sarung Samarinda,220,44,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,10,10,98,6,TIDAK LAYAK
Kios Saida,Manisan Pala Dan Sirup Pala,60,96,2,Perorangan,Industri Pengolahan,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 10 %,0,10,40,7,TIDAK LAYAK
Fista,Manisan,344,72,2,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,5,270,8,TIDAK LAYAK
UD Toko Bursa Elektronik,Mebel,821,96,5,Usaha Dagang (UD),Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 20 %,0,25,400,9,TIDAK LAYAK
Meubel Noldy,Lemari. Kursi. Meja. Jendela. Pintu,185,360,6,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,100,60,7,LAYAK
Meubel Sawah,Lemeri. Kursi. Meja.Pintu,115,500,5,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,100,60,6,LAYAK
Meubel 3 Putri,Pintu. Jendela. Kursi,278,300,4,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,100,130,6,LAYAK
Meubel Sony,Barang,115,250,7,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,100,15,8,TIDAK LAYAK
Meubel,Jasa,235,500,6,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,100,15,5,LAYAK
Pisang Goreng,Pisang Goreng,38,100,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,30,5,TIDAK LAYAK
Mebel Alberta,Pintu. Jendela. Lemari. Kursi. Dsb,380,600,4,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,50,100,5,LAYAK
Warung Makan Dian,Makanan,67,85,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,20,6,TIDAK LAYAK
Bakso Sari Rasa,Bakso,111,250,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,50,50,7,TIDAK LAYAK
Meubel Jofa,Kursi. Lemari. Meja. Pintu,120,180,4,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,50,50,5,TIDAK LAYAK
Meubel Valentine,Lemari. Pintu. Jendela. Meja,100,120,5,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,50,20,6,TIDAK LAYAK
Kasih Membawa Berkat,Jendela. Pintu. Lemari. Meja,55,60,3,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,50,27,6,TIDAK LAYAK
Sammy Mebel,Lemari,41,180,4,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,100,11,5,TIDAK LAYAK
Gula Yasirin,Gula,216,72,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,4,213,6,TIDAK LAYAK
Usaha Kue Kering,Kue Kering,254,9,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,4,220,5,TIDAK LAYAK
Perusahaan Tahu Tempe,Kedelai,200,180,3,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,35,120,5,TIDAK LAYAK
Aneka Makanan Husna,Kue,157,108,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,32,147,4,TIDAK LAYAK
"Jajanan Khas Kaur ""Bu Erni""",Pisang. Ubi,218,96,5,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,40,153,4,TIDAK LAYAK
Firman Meuble,Kayu,107,240,5,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,70,47,4,TIDAK LAYAK
Rempah-Rempah,Rempah-Rempah,229,12,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,8,220,6,TIDAK LAYAK
Meuble Rotan Joko,Rotan,160,96,3,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,42,140,4,TIDAK LAYAK
Sahira Meuble,Meuble,170,180,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,49,143,4,TIDAK LAYAK
Maju Jaya,Kerupuk,161,24,3,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,18,150,4,TIDAK LAYAK
Tomo Tempe,Tempe,226,60,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,23,220,6,TIDAK LAYAK
Edo Bakery,Kue,226,48,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,120,6,TIDAK LAYAK
UD Mandiri,Ventilasi,285,271,1,Usaha Dagang (UD),Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %,0,80,320,6,TIDAK LAYAK
Napal Akik,Batu Hias,159,67,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 40 %,0,20,210,6,TIDAK LAYAK
UD Putra Bungsu,Kayu,50,52,2,Usaha Dagang (UD),Industri Pengolahan,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 65 %,0,16,150,9,TIDAK LAYAK
Gorengan Agung Bae,Gorengan,20,432,1,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,120,509,6,TIDAK LAYAK
Kerajinan Bambu,Kerajinan Bambu,274,98,4,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,24,255,7,TIDAK LAYAK
Tempe Enak,Tempe,541,223,2,Perorangan,Industri Pengolahan,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,14,508,8,TIDAK LAYAK
Cik Bas,Abon,498,198,3,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 70 %,0,0,458,8,TIDAK LAYAK
Gorengan,Gorengan,11,180,1,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,6,4,5,TIDAK LAYAK
H0klopan,Hoklopan,277,252,2,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,23,210,8,TIDAK LAYAK
Kue,Kue,321,43,2,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,8,308,7,TIDAK LAYAK
Kembang Tahu,Kembang Tahu,237,144,2,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 70 %,0,18,5255,9,TIDAK LAYAK
Tahu Sumedang Sari Rasa,Tahu Sumedang,62,648,4,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %,0,40,36,7,LAYAK
Zaini Mebel,Kusen Pintu/Jendela,320,135,8,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 20 %,0,45,290,6,TIDAK LAYAK
Bata Merah Imam,Bata Merah,137,238,4,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 80 %,0,30,30,6,TIDAK LAYAK
Konveksi Innayah,Pakaian Seragam Sekolah,685,1440,5,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,80,520,7,LAYAK
Bata Merah Suhaini,Bata Merah,365,636,15,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 80 %,0,48,280,6,LAYAK
Penjahit Fajar,Pakaian Pria,176,108,2,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,20,159,7,TIDAK LAYAK
Sari Tahu,Tahu,693,1100,5,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,0,567,8,LAYAK
Pabrik Krupuk Bu Romlah,Kerupuk,314,396,5,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,24,310,7,LAYAK
Pabrik Tahu Tempe Kasmid,Tahu,277,720,4,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,40,240,8,LAYAK
Meubel Nasir,Perabot Rumah,142,96,1,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,100,110,7,TIDAK LAYAK
Zaenal Meubel,Perabot Rumah,260,120,3,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,100,70,6,TIDAK LAYAK
Pengerajin Ikan Asin Panggabean,Ikan Asin,54,720,3,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,40,37,7,LAYAK
Pengerajin Udang Rebon Pak Joko,Udang Rebon,121,4500,40,Perorangan,Industri Pengolahan,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 20 %,0,210,1090,9,LAYAK
Pengrajin Ikan Asin Buk Srik,Ikan Asin,666,1440,23,Perorangan,Industri Pengolahan,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,620,7,LAYAK
Perajin Tempe Buk Sulastri,Tempe,238,360,4,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,235,6,LAYAK
Pabrik Tempe Pak Sugianto,Tempe,320,900,8,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,80,305,8,LAYAK
Pengrajin Tempe Pak Marimun,Tempe,164,259,3,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,160,7,TIDAK LAYAK
Perajin Ikan Asin Pak Alex,Ikan Asin,315,960,4,Perorangan,Industri Pengolahan,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,110,2,LAYAK
Pengrajin Tempe Pak Romlan,Tempe,164,360,6,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,130,6,LAYAK
Sumber Rezeki Laut,Terasi Udang,374,1440,20,Perorangan,Industri Pengolahan,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,40,295,7,LAYAK
Kue Basah Sarniati,Kue Basah,216,200,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,20,8,5,TIDAK LAYAK
Giwanda,Kue Kering,314,72,1,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,200,5,TIDAK LAYAK
Rahmat Oil,Vco,91,35,1,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 10 %,0,14,10,7,TIDAK LAYAK
Baila,Kue Kering. Kue Basah Dan Lauk Pauk,264,281,4,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,34,150,5,TIDAK LAYAK
Batako Nasir,Batako,191,158,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,17,20,5,TIDAK LAYAK
Peletek Telur Cumi K M,Peletek Telur Cumi,208,30,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,0,40,5,TIDAK LAYAK
Kerupuk Ikan Srikandi,Kerupuk Ikan,232,60,1,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,20,9,6,TIDAK LAYAK
Dodol Dian Sari (Belum Dilegalkan),Dodol,233,50,2,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,5,9,4,TIDAK LAYAK
Ali Baba,Keripik Jamur Tiram,97,60,8,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %,0,8,85,2,TIDAK LAYAK
Noesry,Krispy Daun Singkong,317,48,5,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,8,310,2,TIDAK LAYAK
H0klopan,Hoklopan,277,252,2,Perorangan,Industri Pengolahan,Retail,Tidak ada 0 %,0,23,210,8,TIDAK LAYAK
Kue,Kue,321,43,2,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,8,308,7,TIDAK LAYAK
Kembang Tahu,Kembang Tahu,237,144,2,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 70 %,0,18,5255,9,TIDAK LAYAK
Solusi Galeri,Souvenir,46,84,5,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 65 %,0,18,300,5,TIDAK LAYAK
Pembuatan Pintu Erlina Quintana,Pintu,410,60,5,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,36,10,5,TIDAK LAYAK
Lensil Bengkel Las,Pintu Teralis,347,48,1,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 10 %,0,38,295,5,TIDAK LAYAK
Keripik Asnah,Keripik Singkong,299,48,3,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 85 %,0,18,294,6,TIDAK LAYAK
Kue Satu Fifin,Kue Satu,282,75,8,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,28,326,6,TIDAK LAYAK
Keripik Jemaen,Keripik Kulit,517,36,1,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,18,363,4,TIDAK LAYAK
Bakpau Buah Dini,Bakpau Buah,359,90,4,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %,0,14,340,5,TIDAK LAYAK
Sinar Mulya,Pentol Ikan,264,115,3,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,19,262,6,TIDAK LAYAK
Stik Mak Janah,Stik Tenggiri,369,36,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,39,350,5,TIDAK LAYAK
Opak Singkong Husin,Opak Singkong,140,50,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,9,258,6,TIDAK LAYAK
Tauco Nani,Tauco,451,134,2,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,64,458,8,TIDAK LAYAK
Jaya,Pilus Rumput Laut Lada,351,200,10,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 70 %,0,68,332,11,TIDAK LAYAK
Membuat Kue,Kue,366,98,2,Perorangan,Industri Pengolahan,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,38,359,8,TIDAK LAYAK
Lada Murni,Lada,748,370,4,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,46,542,12,LAYAK
Belitung Souvenir,Souvenir,200,54,2,Perorangan,Industri Pengolahan,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,56,100,4,TIDAK LAYAK
Perahu Mansur (Belum Dilegalkan),Perahu,220,300,5,Perorangan,Industri Pengolahan,Retail,Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 20 %,0,24,90,5,LAYAK
